target_id	name	uniprot	description	cmpd_id_in_src	cmpd_pubchem_cid	pubmed_ids
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL306797	44314436	9873535
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL291261	44284991	7739010
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL103342	10228870	15163182
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL120187	10165269	12904065
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL291261	44284991	7739010
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL3349045	118718129	7739010
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL287918	44285118	7739010
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL290577	44285211	7739010
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL36012	NULL	12668009
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL92615	10144230	12873514
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL7860	44264814	11909707
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL2419745	73350757	23899618
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL122410	10918697	12904065
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL120308	11006040	12904065
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL291026	44284992	7739010
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL291026	44284992	7739010
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL285285	44285281	7739010
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL103874	10165288	15163182
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL331571	10119176	12904065
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL1682691	53317095	21295466
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL119877	10896771	12904065
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL1159688	46905278	11909707
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL420540	9871765	12904065
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL124300	10280794	12904065
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL330949	10208564	12904065
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL323583	10208075	15163182
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL285285	44285281	7739010
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL120079	11146027	12904065
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL121212	10303315	12904065
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL122010	44345992	9934475
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL327601	44326899	11133089
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL42091	9935481	12482415
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL141266	11797101	9804686
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL435514	23646584	15771442
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL435514	23646584	15771442
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL120871	44346045	9934475
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL120871	44346045	10201839
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL289951	10094378	9622548
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL28277	12017725	10340621
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL433323	44311294	NULL
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL230134	44426237	17462889
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL125603	44348105	15203151
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL3415063	118733065	25874337
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL3740791	127042068	26690913
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL33927	44281327	12668009
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL544130	45261835	7966150
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL349172	44377318	11858993
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL256394	44453661	18053726
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL256394	44453661	10498196
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL111043	44338606	9873701
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL163828	44378458	14761180
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL101049	44331247	NULL
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL170063	15462938	10230612
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL367626	15462942	10230612
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL3415212	118733112	26690913
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL3415212	118733112	25874337
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL110898	44337945	8426361
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL339909	44347994	15203151
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL1952401	57398233	22365562
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL3091525	67155403	24175584
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL24097	448956	9873400
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL559192	25022660	18289852
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL598849	45140769	20148533
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL342672	5287991	9599274
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL23813	15227967	10464012
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL270225	9959541	18053726
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL282830	9937406	10212122
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL283717	9894066	10212123
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL121150	10995072	12904065
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL94413	10188267	12873514
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL48133	10367719	9873414
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL121379	10929522	12904065
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL108691	10256748	9873701
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL324413	9958913	18053726
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL324413	9958913	10669563
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL162452	44377311	11858993
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL108202	10529121	9703466
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL108202	10529121	21295466
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL19359	10273521	11934589
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL361377	23646607	15771442
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL103077	44334315	9871674
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL2448366	73349651	NULL
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL342914	15431805	8917638
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL254557	11397246	18420408
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL2370450	73347003	1527782
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL19599	44272797	11934589
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL396286	44426243	17462889
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL191062	44399434	15801822
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL143008	10884041	12570369
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL1161500	44377478	11858993
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL84389	9891302	12036353
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL7440	91347967	11909707
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL336438	11796404	9804686
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL103078	44334316	9871674
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL370396	10074752	16137886
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL329912	10185816	12873514
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL287614	9956559	NULL
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL287614	9956559	9871547
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL287614	9956559	14505652
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL11157	9911866	18291642
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL11157	9911866	9804686
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL11157	9911866	9871547
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL11157	9911866	9873422
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL11157	9911866	14505652
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL1682756	53319728	21295466
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL84454	15518437	10498193
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL159133	9959071	10201846
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL167741	21182800	10201846
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL108451	44338385	9873701
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL451242	44264832	11909707
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL107507	44338487	9873701
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL2448359	73355708	NULL
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL2448352	73354166	NULL
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL41267	9890541	10206557
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL41267	9890541	NULL
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL108488	44338386	9873701
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL109883	44338503	9873701
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL181550	44393175	15261262
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL108717	10742217	9703466
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL296956	44290963	9873414
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL190075	9891135	15801822
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL258286	44453556	18291642
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL195313	NULL	15911253
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL289389	44286453	NULL
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL368960	23646588	15771442
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL41152	44287667	NULL
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL3037937	73348174	NULL
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL424316	15285659	11738570
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL327115	10648377	9703466
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL29309	44278433	10212122
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL197464	NULL	15911253
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL2448377	73351188	NULL
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL102866	10207236	15163182
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL102174	11317308	15163182
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL2448357	73349650	NULL
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL439970	10984364	12904065
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL320019	44333992	9871674
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL289318	44288309	NULL
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL2448375	73351187	NULL
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL419734	44334003	9871674
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL99309	10026170	NULL
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL195776	NULL	15911253
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL319050	44334382	9871674
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL2028992	15295712	8515421
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL275520	44266873	10843219
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL227902	16111861	17010480
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL3423005	118736080	25912673
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL375597	16098895	17181160
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL1814696	NULL	21795054
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL335076	11123677	12954058
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL36670	44285283	7739010
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL380589	5287523	16137886
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL26287	18318187	11965377
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL282065	12017728	10340621
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL71175	NULL	9873520
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL243182	18376880	17227710
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL244665	18377002	17227710
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL395729	18376888	17227710
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL100751	10030046	15125963
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL101671	44330970	15125963
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL427421	18376720	17536795
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL272961	44453588	12639568
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL272961	44453588	18053726
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL442228	44426224	17462889
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL44831	44290731	12039586
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL338396	15858923	10636229
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL395373	23635260	17914785
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL331943	10322586	10479288
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL131056	11731292	12954058
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL137499	10647704	11087565
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL227761	16111862	17010480
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL537421	45263344	16290930
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL3277923	90680086	1271404
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL242091	18376618	17227710
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL372108	10410866	16137886
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL86220	44462250	10498196
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL314791	44462297	10498197
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL162457	44376326	12639567
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL159695	44376100	12639567
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL271934	10099218	18053726
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL3115904	76328756	24418773
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL303367	44303843	12113833
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL50924	9826345	11459634
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL325022	10547293	9733479
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL325022	10547293	10639283
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL3115905	76317872	24418773
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL24830	11093279	12672230
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL381740	44407821	16289811
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL375816	16098906	17181160
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL269969	44453237	18053726
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL416905	44271471	12646027
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL298122	10362976	10794688
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL237242	23636367	17914785
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL387857	16732711	17536795
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL395372	23635133	17914785
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL395142	23635132	17914785
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL116378	10816451	10479288
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL243841	10028986	17227710
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL335491	11082267	12954058
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL175286	44385915	10853669
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL125781	9845742	14552766
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL1808950	53380823	22365562
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL1808950	53380823	21757348
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL84419	10894895	12036356
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL417714	10553919	12039586
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL391787	23634758	17914785
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL129180	44352287	12954052
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL544274	45260458	11459667
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL30044	11974	11311057
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL259603	10391715	18164204
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL17464	11091090	12646027
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL113711	11005359	11585448
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL604301	45139984	20148533
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL102511	10228869	15163182
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL2159276	71478123	23026080
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL388481	44426226	17462889
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL104166	448605	15149645
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL572353	11272101	19674897
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL130569	18675079	11063603
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL227121	447193	17227710
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL226825	16733007	17536795
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL603261	45142001	20148533
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL431267	NULL	10509929
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL339525	10572047	9464370
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL106709	44336652	9873692
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL121661	10745242	9371237
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL355576	10207853	15771420
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL44868	44289619	12482415
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL133326	18675086	11063603
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL50117	10092169	10794688
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL1808947	53380937	21757348
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL176494	10141691	15771420
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL138956	10718840	11087565
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL52323	22864859	10794696
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL321733	44336607	9873692
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL419227	10647285	10479288
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL24287	NULL	11965377
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL3091520	67155277	24175584
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL337678	11813421	12954058
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL437921	16111856	17010480
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL175449	11320069	15771420
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL179410	11468217	15771420
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL535861	45263670	18289852
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL227412	16111857	17010480
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL50022	10559603	10794696
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL132151	11005941	12954058
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL2315236	71716765	23294255
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL3115901	76328755	24418773
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL136846	15511974	11087565
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL159418	9917705	10782664
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL328069	10532374	10425087
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL7651	10794450	10425087
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL152274	10531177	11170646
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL152274	10531177	11266160
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL346857	10119254	11170646
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL356016	10603218	11170646
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL356016	10603218	11266160
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL152599	9934591	12565972
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL432019	44338376	NULL
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL176744	44385864	10853669
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL324569	10719523	10479288
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL49082	10001731	10794688
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL25484	44274931	11965378
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL423480	44275271	11965378
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL152049	10141105	12565972
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL459941	25107773	18729445
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL101040	44330969	15125963
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL256219	15516769	18053726
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL256219	15516769	10498197
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL79529	NULL	12036356
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL337005	10665512	16413781
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL1824555	53484213	21807511
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL121936	18322205	15203151
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL444411	44573109	19250826
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL389210	16733150	17536795
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL1645024	53321180	21168329
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL396058	44426239	17462889
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL166530	9931673	12617893
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL1808949	56660094	22365562
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL396782	18376669	17227710
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL227121	447193	17536795
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL179081	23644677	15771442
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL2409451	71818688	23844670
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL85238	44320776	10498211
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL83437	44461896	10498197
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL176636	44385799	10853669
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL383717	44408052	16289811
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL102186	44331052	15125963
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL289623	44286960	10915051
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL1952408	57403383	22365562
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL84065	NULL	9733480
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL84065	NULL	12036356
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL45407	10556031	12039586
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL164426	44376029	12639567
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL150497	44366807	NULL
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL150277	10642149	10639283
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL342168	10528552	11087565
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL1808947	53380937	22365562
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL3403475	57803799	25881820
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL406940	44376311	12639567
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL7626	9959919	12643903
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL368927	23646153	15771420
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL239331	44436704	NULL
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL558349	45268710	19181521
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL26370	411406	11311057
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL349323	44372618	11266160
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL267438	44264936	12643903
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL215639	11849426	16913694
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL43074	44286804	10915051
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL39911	11762766	15006404
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL394927	44441072	17428662
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL24780	44275287	11965378
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL222079	9549214	16963264
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL227196	16731979	17536795
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL214814	16086336	16970403
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL214814	16086336	18052026
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL239331	44436704	18052026
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL75544	9825830	11206465
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL38907	44286944	10915051
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL3403473	57804069	25881820
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL1949835	57403776	22365562
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL2441037	72712070	24102612
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL498339	44587262	18674905
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL402843	44454022	10498196
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL423810	44376328	12639567
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL166258	44376074	12639567
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL262199	10746408	9733491
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL51338	44295723	11459634
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL3289019	66818813	24794746
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL460143	25107708	22365562
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL3403472	57803875	25881820
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL420963	11134002	12036356
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL1952398	57398232	22365562
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL36886	22722451	12668020
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL597201	45140192	20148533
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL170490	44380741	10206546
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL84462	44461992	10498196
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL51173	445157	10450972
17559	THRB_HUMAN	P00734	Prothrombin	CHEMBL355969	10501943	10639283
